date,canonical_id,mentions_count,engagement_score,track
2026-05-09,the-return-of-the-disaster-class-hero,40.4,16.7,synthetic
2026-05-10,the-return-of-the-disaster-class-hero,40.8,25.7,synthetic
2026-05-11,the-return-of-the-disaster-class-hero,32.8,11.9,synthetic
2026-05-12,the-return-of-the-disaster-class-hero,31.6,16.9,synthetic
2026-05-13,the-return-of-the-disaster-class-hero,38.6,20.3,synthetic
2026-05-14,the-return-of-the-disaster-class-hero,19.4,9.0,synthetic
2026-05-15,the-return-of-the-disaster-class-hero,62.8,31.7,synthetic
2026-05-16,the-return-of-the-disaster-class-hero,30.5,10.4,synthetic
2026-05-17,the-return-of-the-disaster-class-hero,58.2,33.5,synthetic
2026-05-18,the-return-of-the-disaster-class-hero,44.6,30.6,synthetic
2026-05-19,the-return-of-the-disaster-class-hero,24.6,8.7,synthetic
2026-05-20,the-return-of-the-disaster-class-hero,37.3,25.5,synthetic
2026-05-21,the-return-of-the-disaster-class-hero,31.3,13.7,synthetic
2026-05-22,the-return-of-the-disaster-class-hero,67.4,23.5,synthetic
2026-05-23,the-return-of-the-disaster-class-hero,43.3,21.8,synthetic
2026-05-24,the-return-of-the-disaster-class-hero,25.4,10.4,synthetic
2026-05-25,the-return-of-the-disaster-class-hero,30.0,12.2,synthetic
2026-05-26,the-return-of-the-disaster-class-hero,27.5,11.1,synthetic
2026-05-27,the-return-of-the-disaster-class-hero,30.2,15.2,synthetic
2026-05-28,the-return-of-the-disaster-class-hero,30.0,15.5,synthetic
2026-05-29,the-return-of-the-disaster-class-hero,75.3,52.4,synthetic
2026-05-30,the-return-of-the-disaster-class-hero,36.1,13.4,synthetic
2026-05-31,the-return-of-the-disaster-class-hero,38.9,16.7,synthetic
2026-06-01,the-return-of-the-disaster-class-hero,32.4,16.4,synthetic
2026-06-02,the-return-of-the-disaster-class-hero,35.7,23.4,synthetic
2026-06-03,the-return-of-the-disaster-class-hero,26.6,9.9,synthetic
2026-06-04,the-return-of-the-disaster-class-hero,34.1,17.2,synthetic
2026-06-05,the-return-of-the-disaster-class-hero,52.3,19.6,synthetic
2026-06-06,the-return-of-the-disaster-class-hero,42.0,19.3,synthetic
2026-06-07,the-return-of-the-disaster-class-hero,54.8,19.5,synthetic
2026-06-08,the-return-of-the-disaster-class-hero,26.1,15.2,synthetic
2026-06-09,the-return-of-the-disaster-class-hero,25.6,15.4,synthetic
2026-06-10,the-return-of-the-disaster-class-hero,25.0,11.1,synthetic
2026-06-11,the-return-of-the-disaster-class-hero,33.1,15.4,synthetic
2024-06-12,the-greatest-estate-developer,32.4,69.2,synthetic
2024-06-13,the-greatest-estate-developer,32.3,31.2,synthetic
2024-06-14,the-greatest-estate-developer,24.9,40.0,synthetic
2024-06-15,the-greatest-estate-developer,26.0,22.7,synthetic
2024-06-16,the-greatest-estate-developer,78.6,89.2,synthetic
2024-06-17,the-greatest-estate-developer,32.9,29.1,synthetic
2024-06-18,the-greatest-estate-developer,29.0,38.5,synthetic
2024-06-19,the-greatest-estate-developer,34.9,47.0,synthetic
2024-06-20,the-greatest-estate-developer,31.7,75.4,synthetic
2024-06-21,the-greatest-estate-developer,25.7,27.4,synthetic
2024-06-22,the-greatest-estate-developer,43.4,56.7,synthetic
2024-06-23,the-greatest-estate-developer,54.9,82.3,synthetic
2024-06-24,the-greatest-estate-developer,30.5,55.0,synthetic
2024-06-25,the-greatest-estate-developer,26.3,53.3,synthetic
2024-06-26,the-greatest-estate-developer,27.0,34.5,synthetic
2024-06-27,the-greatest-estate-developer,26.9,37.2,synthetic
2024-06-28,the-greatest-estate-developer,26.2,26.5,synthetic
2024-06-29,the-greatest-estate-developer,30.4,30.1,synthetic
2024-06-30,the-greatest-estate-developer,48.8,64.9,synthetic
2024-07-01,the-greatest-estate-developer,44.3,78.8,synthetic
2024-07-02,the-greatest-estate-developer,35.8,50.0,synthetic
2024-07-03,the-greatest-estate-developer,31.5,45.0,synthetic
2024-07-04,the-greatest-estate-developer,24.2,40.5,synthetic
2024-07-05,the-greatest-estate-developer,26.5,38.4,synthetic
2024-07-06,the-greatest-estate-developer,41.9,57.3,synthetic
2024-07-07,the-greatest-estate-developer,44.6,48.5,synthetic
2024-07-08,the-greatest-estate-developer,34.4,35.2,synthetic
2024-07-09,the-greatest-estate-developer,39.1,69.3,synthetic
2024-07-10,the-greatest-estate-developer,28.2,43.5,synthetic
2024-07-11,the-greatest-estate-developer,34.6,43.6,synthetic
2024-07-12,the-greatest-estate-developer,40.0,52.1,synthetic
2024-07-13,the-greatest-estate-developer,36.2,50.6,synthetic
2024-07-14,the-greatest-estate-developer,60.1,134.1,synthetic
2024-07-15,the-greatest-estate-developer,37.9,52.1,synthetic
2024-07-16,the-greatest-estate-developer,27.4,37.4,synthetic
2024-07-17,the-greatest-estate-developer,41.9,47.2,synthetic
2024-07-18,the-greatest-estate-developer,46.9,37.8,synthetic
2024-07-19,the-greatest-estate-developer,47.5,59.7,synthetic
2024-07-20,the-greatest-estate-developer,37.4,37.6,synthetic
2024-07-21,the-greatest-estate-developer,43.9,70.8,synthetic
2024-07-22,the-greatest-estate-developer,31.6,36.0,synthetic
2024-07-23,the-greatest-estate-developer,33.8,34.5,synthetic
2024-07-24,the-greatest-estate-developer,33.2,39.1,synthetic
2024-07-25,the-greatest-estate-developer,30.5,39.1,synthetic
2024-07-26,the-greatest-estate-developer,32.3,53.1,synthetic
2024-07-27,the-greatest-estate-developer,39.1,39.2,synthetic
2024-07-28,the-greatest-estate-developer,51.9,40.3,synthetic
2024-07-29,the-greatest-estate-developer,23.3,27.0,synthetic
2024-07-30,the-greatest-estate-developer,37.1,56.5,synthetic
2024-07-31,the-greatest-estate-developer,22.9,33.6,synthetic
2024-08-01,the-greatest-estate-developer,43.3,67.0,synthetic
2024-08-02,the-greatest-estate-developer,33.1,41.3,synthetic
2024-08-03,the-greatest-estate-developer,46.6,64.5,synthetic
2024-08-04,the-greatest-estate-developer,62.0,87.5,synthetic
2024-08-05,the-greatest-estate-developer,38.6,55.6,synthetic
2024-08-06,the-greatest-estate-developer,33.7,46.3,synthetic
2024-08-07,the-greatest-estate-developer,27.7,27.8,synthetic
2024-08-08,the-greatest-estate-developer,24.4,31.7,synthetic
2024-08-09,the-greatest-estate-developer,35.9,57.2,synthetic
2024-08-10,the-greatest-estate-developer,36.4,53.6,synthetic
2024-08-11,the-greatest-estate-developer,51.2,51.3,synthetic
2024-08-12,the-greatest-estate-developer,38.3,50.7,synthetic
2024-08-13,the-greatest-estate-developer,40.2,54.7,synthetic
2024-08-14,the-greatest-estate-developer,29.1,40.2,synthetic
2024-08-15,the-greatest-estate-developer,30.6,37.9,synthetic
2024-08-16,the-greatest-estate-developer,20.3,32.7,synthetic
2024-08-17,the-greatest-estate-developer,44.9,48.8,synthetic
2024-08-18,the-greatest-estate-developer,82.5,106.2,synthetic
2024-08-19,the-greatest-estate-developer,30.3,47.6,synthetic
2024-08-20,the-greatest-estate-developer,38.1,40.5,synthetic
2024-08-21,the-greatest-estate-developer,32.5,50.9,synthetic
2024-08-22,the-greatest-estate-developer,27.3,40.6,synthetic
2024-08-23,the-greatest-estate-developer,33.0,31.5,synthetic
2024-08-24,the-greatest-estate-developer,33.7,22.3,synthetic
2024-08-25,the-greatest-estate-developer,83.3,109.7,synthetic
2024-08-26,the-greatest-estate-developer,31.8,38.9,synthetic
2024-08-27,the-greatest-estate-developer,38.9,78.5,synthetic
2024-08-28,the-greatest-estate-developer,43.4,56.7,synthetic
2024-08-29,the-greatest-estate-developer,29.9,50.0,synthetic
2024-08-30,the-greatest-estate-developer,34.7,54.8,synthetic
2024-08-31,the-greatest-estate-developer,40.0,42.5,synthetic
2024-09-01,the-greatest-estate-developer,206.5,244.2,synthetic
2024-09-02,the-greatest-estate-developer,25.8,37.4,synthetic
2024-09-03,the-greatest-estate-developer,27.6,34.6,synthetic
2024-09-04,the-greatest-estate-developer,29.3,44.6,synthetic
2024-09-05,the-greatest-estate-developer,31.8,50.7,synthetic
2024-09-06,the-greatest-estate-developer,26.3,43.4,synthetic
2024-09-07,the-greatest-estate-developer,39.9,58.5,synthetic
2024-09-08,the-greatest-estate-developer,64.4,81.7,synthetic
2024-09-09,the-greatest-estate-developer,25.1,35.0,synthetic
2024-09-10,the-greatest-estate-developer,36.4,35.1,synthetic
2024-09-11,the-greatest-estate-developer,43.2,102.3,synthetic
2024-09-12,the-greatest-estate-developer,32.7,59.5,synthetic
2024-09-13,the-greatest-estate-developer,25.5,26.8,synthetic
2024-09-14,the-greatest-estate-developer,32.1,24.9,synthetic
2024-09-15,the-greatest-estate-developer,54.5,55.1,synthetic
2024-09-16,the-greatest-estate-developer,31.1,31.4,synthetic
2024-09-17,the-greatest-estate-developer,47.6,84.8,synthetic
2024-09-18,the-greatest-estate-developer,37.9,101.2,synthetic
2024-09-19,the-greatest-estate-developer,33.1,47.2,synthetic
2024-09-20,the-greatest-estate-developer,33.2,45.2,synthetic
2024-09-21,the-greatest-estate-developer,32.2,41.0,synthetic
2024-09-22,the-greatest-estate-developer,78.6,93.5,synthetic
2024-09-23,the-greatest-estate-developer,32.4,32.1,synthetic
2024-09-24,the-greatest-estate-developer,27.3,43.7,synthetic
2024-09-25,the-greatest-estate-developer,41.1,44.2,synthetic
2024-09-26,the-greatest-estate-developer,35.9,34.9,synthetic
2024-09-27,the-greatest-estate-developer,37.4,67.7,synthetic
2024-09-28,the-greatest-estate-developer,60.9,75.0,synthetic
2024-09-29,the-greatest-estate-developer,68.8,85.3,synthetic
2024-09-30,the-greatest-estate-developer,22.1,27.8,synthetic
2024-10-01,the-greatest-estate-developer,43.5,68.1,synthetic
2024-10-02,the-greatest-estate-developer,31.9,39.1,synthetic
2024-10-03,the-greatest-estate-developer,36.5,48.6,synthetic
2024-10-04,the-greatest-estate-developer,48.4,58.8,synthetic
2024-10-05,the-greatest-estate-developer,44.9,64.9,synthetic
2024-10-06,the-greatest-estate-developer,91.0,114.3,synthetic
2024-10-07,the-greatest-estate-developer,32.6,49.7,synthetic
2024-10-08,the-greatest-estate-developer,39.5,42.2,synthetic
2024-10-09,the-greatest-estate-developer,27.8,26.6,synthetic
2024-10-10,the-greatest-estate-developer,26.3,33.5,synthetic
2024-10-11,the-greatest-estate-developer,43.0,58.9,synthetic
2024-10-12,the-greatest-estate-developer,42.6,59.8,synthetic
2024-10-13,the-greatest-estate-developer,71.6,79.9,synthetic
2024-10-14,the-greatest-estate-developer,45.0,46.9,synthetic
2024-10-15,the-greatest-estate-developer,42.8,42.7,synthetic
2024-10-16,the-greatest-estate-developer,129.3,147.6,synthetic
2024-10-17,the-greatest-estate-developer,37.5,59.1,synthetic
2024-10-18,the-greatest-estate-developer,32.2,59.6,synthetic
2024-10-19,the-greatest-estate-developer,37.2,74.1,synthetic
2024-10-20,the-greatest-estate-developer,80.4,105.7,synthetic
2024-10-21,the-greatest-estate-developer,27.8,34.5,synthetic
2024-10-22,the-greatest-estate-developer,29.7,43.5,synthetic
2024-10-23,the-greatest-estate-developer,32.2,39.1,synthetic
2024-10-24,the-greatest-estate-developer,34.3,66.6,synthetic
2024-10-25,the-greatest-estate-developer,30.5,43.9,synthetic
2024-10-26,the-greatest-estate-developer,48.6,63.8,synthetic
2024-10-27,the-greatest-estate-developer,73.1,127.3,synthetic
2024-10-28,the-greatest-estate-developer,24.0,30.8,synthetic
2024-10-29,the-greatest-estate-developer,39.6,38.4,synthetic
2024-10-30,the-greatest-estate-developer,32.0,28.7,synthetic
2024-10-31,the-greatest-estate-developer,28.8,23.9,synthetic
2024-11-01,the-greatest-estate-developer,35.5,46.6,synthetic
2024-11-02,the-greatest-estate-developer,34.9,46.6,synthetic
2024-11-03,the-greatest-estate-developer,62.5,77.2,synthetic
2024-11-04,the-greatest-estate-developer,33.0,28.6,synthetic
2024-11-05,the-greatest-estate-developer,34.9,37.6,synthetic
2024-11-06,the-greatest-estate-developer,26.6,34.4,synthetic
2024-11-07,the-greatest-estate-developer,45.1,58.3,synthetic
2024-11-08,the-greatest-estate-developer,29.4,36.6,synthetic
2024-11-09,the-greatest-estate-developer,37.0,30.6,synthetic
2024-11-10,the-greatest-estate-developer,52.4,63.2,synthetic
2024-11-11,the-greatest-estate-developer,32.4,47.3,synthetic
2024-11-12,the-greatest-estate-developer,29.4,51.8,synthetic
2024-11-13,the-greatest-estate-developer,39.4,43.5,synthetic
2024-11-14,the-greatest-estate-developer,32.2,33.1,synthetic
2024-11-15,the-greatest-estate-developer,30.6,28.8,synthetic
2024-11-16,the-greatest-estate-developer,42.4,76.2,synthetic
2024-11-17,the-greatest-estate-developer,52.3,59.8,synthetic
2024-11-18,the-greatest-estate-developer,39.3,70.6,synthetic
2024-11-19,the-greatest-estate-developer,44.0,72.6,synthetic
2024-11-20,the-greatest-estate-developer,35.4,25.2,synthetic
2024-11-21,the-greatest-estate-developer,35.8,63.3,synthetic
2024-11-22,the-greatest-estate-developer,48.5,74.4,synthetic
2024-11-23,the-greatest-estate-developer,32.9,30.2,synthetic
2024-11-24,the-greatest-estate-developer,55.0,66.2,synthetic
2024-11-25,the-greatest-estate-developer,39.0,49.8,synthetic
2024-11-26,the-greatest-estate-developer,25.4,27.1,synthetic
2024-11-27,the-greatest-estate-developer,28.7,43.5,synthetic
2024-11-28,the-greatest-estate-developer,25.8,46.9,synthetic
2024-11-29,the-greatest-estate-developer,34.9,70.5,synthetic
2024-11-30,the-greatest-estate-developer,38.1,59.6,synthetic
2024-12-01,the-greatest-estate-developer,67.6,85.5,synthetic
2024-12-02,the-greatest-estate-developer,33.5,43.7,synthetic
2024-12-03,the-greatest-estate-developer,33.4,60.8,synthetic
2024-12-04,the-greatest-estate-developer,23.9,37.0,synthetic
2024-12-05,the-greatest-estate-developer,34.7,49.6,synthetic
2024-12-06,the-greatest-estate-developer,31.4,60.4,synthetic
2024-12-07,the-greatest-estate-developer,41.0,59.6,synthetic
2024-12-08,the-greatest-estate-developer,71.1,83.4,synthetic
2024-12-09,the-greatest-estate-developer,21.6,38.0,synthetic
2024-12-10,the-greatest-estate-developer,22.2,24.9,synthetic
2024-12-11,the-greatest-estate-developer,31.2,32.5,synthetic
2024-12-12,the-greatest-estate-developer,33.2,39.8,synthetic
2024-12-13,the-greatest-estate-developer,34.0,39.3,synthetic
2024-12-14,the-greatest-estate-developer,30.4,38.7,synthetic
2024-12-15,the-greatest-estate-developer,47.9,55.5,synthetic
2024-12-16,the-greatest-estate-developer,43.8,55.3,synthetic
2024-12-17,the-greatest-estate-developer,32.5,45.5,synthetic
2024-12-18,the-greatest-estate-developer,30.1,40.3,synthetic
2024-12-19,the-greatest-estate-developer,39.2,92.6,synthetic
2024-12-20,the-greatest-estate-developer,46.4,65.7,synthetic
2024-12-21,the-greatest-estate-developer,41.1,98.9,synthetic
2024-12-22,the-greatest-estate-developer,49.2,104.0,synthetic
2024-12-23,the-greatest-estate-developer,41.1,50.8,synthetic
2024-12-24,the-greatest-estate-developer,32.7,41.2,synthetic
2024-12-25,the-greatest-estate-developer,36.9,69.0,synthetic
2024-12-26,the-greatest-estate-developer,29.2,49.4,synthetic
2024-12-27,the-greatest-estate-developer,30.2,36.7,synthetic
2024-12-28,the-greatest-estate-developer,41.4,52.1,synthetic
2024-12-29,the-greatest-estate-developer,53.3,77.9,synthetic
2024-12-30,the-greatest-estate-developer,42.0,50.8,synthetic
2024-12-31,the-greatest-estate-developer,28.8,28.3,synthetic
2025-01-01,the-greatest-estate-developer,40.5,46.5,synthetic
2025-01-02,the-greatest-estate-developer,38.8,44.6,synthetic
2025-01-03,the-greatest-estate-developer,22.4,37.9,synthetic
2025-01-04,the-greatest-estate-developer,33.3,54.1,synthetic
2025-01-05,the-greatest-estate-developer,49.9,88.8,synthetic
2025-01-06,the-greatest-estate-developer,40.9,39.8,synthetic
2025-01-07,the-greatest-estate-developer,30.5,36.8,synthetic
2025-01-08,the-greatest-estate-developer,41.5,48.0,synthetic
2025-01-09,the-greatest-estate-developer,40.3,59.2,synthetic
2025-01-10,the-greatest-estate-developer,26.5,39.3,synthetic
2025-01-11,the-greatest-estate-developer,26.4,38.5,synthetic
2025-01-12,the-greatest-estate-developer,47.2,45.2,synthetic
2025-01-13,the-greatest-estate-developer,31.7,53.9,synthetic
2025-01-14,the-greatest-estate-developer,32.7,44.7,synthetic
2025-01-15,the-greatest-estate-developer,35.1,55.7,synthetic
2025-01-16,the-greatest-estate-developer,29.0,41.1,synthetic
2025-01-17,the-greatest-estate-developer,28.0,30.7,synthetic
2025-01-18,the-greatest-estate-developer,28.2,32.7,synthetic
2025-01-19,the-greatest-estate-developer,62.7,143.6,synthetic
2025-01-20,the-greatest-estate-developer,24.2,23.6,synthetic
2025-01-21,the-greatest-estate-developer,27.7,20.6,synthetic
2025-01-22,the-greatest-estate-developer,32.8,28.9,synthetic
2025-01-23,the-greatest-estate-developer,20.9,26.7,synthetic
2025-01-24,the-greatest-estate-developer,26.0,37.1,synthetic
2025-01-25,the-greatest-estate-developer,43.5,67.9,synthetic
2025-01-26,the-greatest-estate-developer,53.7,99.5,synthetic
2025-01-27,the-greatest-estate-developer,33.8,39.7,synthetic
2025-01-28,the-greatest-estate-developer,26.5,42.2,synthetic
2025-01-29,the-greatest-estate-developer,28.8,31.7,synthetic
2025-01-30,the-greatest-estate-developer,40.4,58.2,synthetic
2025-01-31,the-greatest-estate-developer,29.1,46.0,synthetic
2025-02-01,the-greatest-estate-developer,32.7,45.5,synthetic
2025-02-02,the-greatest-estate-developer,48.3,63.7,synthetic
2025-02-03,the-greatest-estate-developer,33.6,53.1,synthetic
2025-02-04,the-greatest-estate-developer,34.5,37.7,synthetic
2025-02-05,the-greatest-estate-developer,27.8,43.6,synthetic
2025-02-06,the-greatest-estate-developer,38.1,42.7,synthetic
2025-02-07,the-greatest-estate-developer,24.3,30.6,synthetic
2025-02-08,the-greatest-estate-developer,25.0,31.8,synthetic
2025-02-09,the-greatest-estate-developer,56.3,106.3,synthetic
2025-02-10,the-greatest-estate-developer,36.1,50.8,synthetic
2025-02-11,the-greatest-estate-developer,33.3,36.8,synthetic
2025-02-12,the-greatest-estate-developer,39.1,68.1,synthetic
2025-02-13,the-greatest-estate-developer,32.2,50.7,synthetic
2025-02-14,the-greatest-estate-developer,29.1,62.4,synthetic
2025-02-15,the-greatest-estate-developer,44.3,44.1,synthetic
2025-02-16,the-greatest-estate-developer,54.8,105.1,synthetic
2025-02-17,the-greatest-estate-developer,40.6,61.9,synthetic
2025-02-18,the-greatest-estate-developer,24.5,36.0,synthetic
2025-02-19,the-greatest-estate-developer,31.1,56.2,synthetic
2025-02-20,the-greatest-estate-developer,26.7,39.4,synthetic
2025-02-21,the-greatest-estate-developer,34.0,39.6,synthetic
2025-02-22,the-greatest-estate-developer,42.5,60.7,synthetic
2025-02-23,the-greatest-estate-developer,66.7,80.5,synthetic
2025-02-24,the-greatest-estate-developer,37.4,52.9,synthetic
2025-02-25,the-greatest-estate-developer,34.7,40.2,synthetic
2025-02-26,the-greatest-estate-developer,37.3,49.1,synthetic
2025-02-27,the-greatest-estate-developer,28.2,27.0,synthetic
2025-02-28,the-greatest-estate-developer,23.3,32.9,synthetic
2025-03-01,the-greatest-estate-developer,36.8,42.9,synthetic
2025-03-02,the-greatest-estate-developer,57.6,89.2,synthetic
2025-03-03,the-greatest-estate-developer,43.1,61.1,synthetic
2025-03-04,the-greatest-estate-developer,29.4,44.8,synthetic
2025-03-05,the-greatest-estate-developer,26.9,46.7,synthetic
2025-03-06,the-greatest-estate-developer,26.9,46.5,synthetic
2025-03-07,the-greatest-estate-developer,32.4,43.4,synthetic
2025-03-08,the-greatest-estate-developer,36.6,55.3,synthetic
2025-03-09,the-greatest-estate-developer,59.5,72.2,synthetic
2025-03-10,the-greatest-estate-developer,34.3,40.0,synthetic
2025-03-11,the-greatest-estate-developer,30.4,53.6,synthetic
2025-03-12,the-greatest-estate-developer,27.8,38.4,synthetic
2025-03-13,the-greatest-estate-developer,27.8,40.3,synthetic
2025-03-14,the-greatest-estate-developer,33.4,56.8,synthetic
2025-03-15,the-greatest-estate-developer,35.6,39.3,synthetic
2025-03-16,the-greatest-estate-developer,50.5,45.5,synthetic
2025-03-17,the-greatest-estate-developer,19.7,22.5,synthetic
2025-03-18,the-greatest-estate-developer,34.2,45.6,synthetic
2025-03-19,the-greatest-estate-developer,26.5,32.4,synthetic
2025-03-20,the-greatest-estate-developer,27.7,46.3,synthetic
2025-03-21,the-greatest-estate-developer,21.6,32.4,synthetic
2025-03-22,the-greatest-estate-developer,27.8,28.9,synthetic
2025-03-23,the-greatest-estate-developer,51.7,65.1,synthetic
2025-03-24,the-greatest-estate-developer,27.6,40.5,synthetic
2025-03-25,the-greatest-estate-developer,25.1,34.3,synthetic
2025-03-26,the-greatest-estate-developer,25.0,59.2,synthetic
2025-03-27,the-greatest-estate-developer,28.6,58.4,synthetic
2025-03-28,the-greatest-estate-developer,25.6,41.6,synthetic
2025-03-29,the-greatest-estate-developer,28.5,29.7,synthetic
2025-03-30,the-greatest-estate-developer,165.2,250.4,synthetic
2025-03-31,the-greatest-estate-developer,93.1,122.4,synthetic
2025-04-01,the-greatest-estate-developer,92.2,86.4,synthetic
2025-04-02,the-greatest-estate-developer,41.7,76.4,synthetic
2025-04-03,the-greatest-estate-developer,30.2,61.4,synthetic
2025-04-04,the-greatest-estate-developer,26.9,34.8,synthetic
2025-04-05,the-greatest-estate-developer,23.1,27.6,synthetic
2025-04-06,the-greatest-estate-developer,57.1,71.2,synthetic
2025-04-07,the-greatest-estate-developer,24.2,38.1,synthetic
2025-04-08,the-greatest-estate-developer,29.3,42.9,synthetic
2025-04-09,the-greatest-estate-developer,26.7,27.8,synthetic
2025-04-10,the-greatest-estate-developer,31.8,55.4,synthetic
2025-04-11,the-greatest-estate-developer,26.8,33.2,synthetic
2025-04-12,the-greatest-estate-developer,33.4,41.0,synthetic
2025-04-13,the-greatest-estate-developer,47.2,48.1,synthetic
2025-04-14,the-greatest-estate-developer,33.1,35.5,synthetic
2025-04-15,the-greatest-estate-developer,30.3,55.5,synthetic
2025-04-16,the-greatest-estate-developer,36.0,57.6,synthetic
2025-04-17,the-greatest-estate-developer,25.5,44.8,synthetic
2025-04-18,the-greatest-estate-developer,20.1,28.8,synthetic
2025-04-19,the-greatest-estate-developer,33.9,49.2,synthetic
2025-04-20,the-greatest-estate-developer,50.6,86.4,synthetic
2025-04-21,the-greatest-estate-developer,34.3,42.4,synthetic
2025-04-22,the-greatest-estate-developer,30.9,48.9,synthetic
2025-04-23,the-greatest-estate-developer,24.4,40.9,synthetic
2025-04-24,the-greatest-estate-developer,31.1,46.3,synthetic
2025-04-25,the-greatest-estate-developer,29.4,35.9,synthetic
2025-04-26,the-greatest-estate-developer,30.8,41.4,synthetic
2025-04-27,the-greatest-estate-developer,59.0,65.8,synthetic
2025-04-28,the-greatest-estate-developer,84.4,122.4,synthetic
2025-04-29,the-greatest-estate-developer,24.4,34.0,synthetic
2025-04-30,the-greatest-estate-developer,28.2,44.5,synthetic
2025-05-01,the-greatest-estate-developer,28.0,37.3,synthetic
2025-05-02,the-greatest-estate-developer,24.4,27.8,synthetic
2025-05-03,the-greatest-estate-developer,27.1,44.1,synthetic
2025-05-04,the-greatest-estate-developer,57.8,86.6,synthetic
2025-05-05,the-greatest-estate-developer,30.2,67.4,synthetic
2025-05-06,the-greatest-estate-developer,34.3,40.5,synthetic
2025-05-07,the-greatest-estate-developer,37.4,36.1,synthetic
2025-05-08,the-greatest-estate-developer,26.9,36.4,synthetic
2025-05-09,the-greatest-estate-developer,23.0,21.4,synthetic
2025-05-10,the-greatest-estate-developer,33.3,48.5,synthetic
2025-05-11,the-greatest-estate-developer,58.5,82.9,synthetic
2025-05-12,the-greatest-estate-developer,26.3,41.7,synthetic
2025-05-13,the-greatest-estate-developer,45.6,46.3,synthetic
2025-05-14,the-greatest-estate-developer,40.5,34.9,synthetic
2025-05-15,the-greatest-estate-developer,25.5,31.9,synthetic
2025-05-16,the-greatest-estate-developer,47.3,72.2,synthetic
2025-05-17,the-greatest-estate-developer,32.6,34.5,synthetic
2025-05-18,the-greatest-estate-developer,67.1,83.9,synthetic
2025-05-19,the-greatest-estate-developer,34.9,55.3,synthetic
2025-05-20,the-greatest-estate-developer,24.1,32.2,synthetic
2025-05-21,the-greatest-estate-developer,24.7,32.7,synthetic
2025-05-22,the-greatest-estate-developer,28.7,35.2,synthetic
2025-05-23,the-greatest-estate-developer,32.9,50.8,synthetic
2025-05-24,the-greatest-estate-developer,37.0,42.9,synthetic
2025-05-25,the-greatest-estate-developer,61.1,71.0,synthetic
2025-05-26,the-greatest-estate-developer,30.4,22.5,synthetic
2025-05-27,the-greatest-estate-developer,22.5,30.8,synthetic
2025-05-28,the-greatest-estate-developer,45.1,60.2,synthetic
2025-05-29,the-greatest-estate-developer,33.1,67.2,synthetic
2025-05-30,the-greatest-estate-developer,31.7,46.9,synthetic
2025-05-31,the-greatest-estate-developer,24.4,37.3,synthetic
2025-06-01,the-greatest-estate-developer,63.8,76.3,synthetic
2025-06-02,the-greatest-estate-developer,33.1,46.9,synthetic
2025-06-03,the-greatest-estate-developer,21.5,26.4,synthetic
2025-06-04,the-greatest-estate-developer,32.2,30.1,synthetic
2025-06-05,the-greatest-estate-developer,40.8,63.7,synthetic
2025-06-06,the-greatest-estate-developer,26.2,35.8,synthetic
2025-06-07,the-greatest-estate-developer,34.7,61.5,synthetic
2025-06-08,the-greatest-estate-developer,48.5,58.1,synthetic
2025-06-09,the-greatest-estate-developer,36.8,53.9,synthetic
2025-06-10,the-greatest-estate-developer,40.8,51.6,synthetic
2025-06-11,the-greatest-estate-developer,24.6,42.8,synthetic
2025-06-12,the-greatest-estate-developer,84.4,138.5,synthetic
2025-06-13,the-greatest-estate-developer,64.0,76.8,synthetic
2025-06-14,the-greatest-estate-developer,52.4,84.8,synthetic
2025-06-15,the-greatest-estate-developer,42.6,67.9,synthetic
2025-06-16,the-greatest-estate-developer,30.7,37.5,synthetic
2025-06-17,the-greatest-estate-developer,22.8,39.2,synthetic
2025-06-18,the-greatest-estate-developer,27.3,32.6,synthetic
2025-06-19,the-greatest-estate-developer,41.4,43.5,synthetic
2025-06-20,the-greatest-estate-developer,29.3,60.5,synthetic
2025-06-21,the-greatest-estate-developer,39.6,51.9,synthetic
2025-06-22,the-greatest-estate-developer,52.2,73.3,synthetic
2025-06-23,the-greatest-estate-developer,31.9,32.9,synthetic
2025-06-24,the-greatest-estate-developer,33.2,44.2,synthetic
2025-06-25,the-greatest-estate-developer,39.4,72.2,synthetic
2025-06-26,the-greatest-estate-developer,25.1,32.0,synthetic
2025-06-27,the-greatest-estate-developer,32.6,36.0,synthetic
2025-06-28,the-greatest-estate-developer,44.6,65.2,synthetic
2025-06-29,the-greatest-estate-developer,69.2,83.2,synthetic
2025-06-30,the-greatest-estate-developer,51.3,58.3,synthetic
2025-07-01,the-greatest-estate-developer,33.2,39.2,synthetic
2025-07-02,the-greatest-estate-developer,29.9,52.9,synthetic
2025-07-03,the-greatest-estate-developer,21.8,19.7,synthetic
2025-07-04,the-greatest-estate-developer,25.4,30.0,synthetic
2025-07-05,the-greatest-estate-developer,111.1,128.0,synthetic
2025-07-06,the-greatest-estate-developer,198.4,222.9,synthetic
2025-07-07,the-greatest-estate-developer,78.2,104.1,synthetic
2025-07-08,the-greatest-estate-developer,104.7,88.4,synthetic
2025-07-09,the-greatest-estate-developer,28.4,39.0,synthetic
2025-07-10,the-greatest-estate-developer,28.2,50.1,synthetic
2025-07-11,the-greatest-estate-developer,38.9,49.1,synthetic
2025-07-12,the-greatest-estate-developer,38.5,47.0,synthetic
2025-07-13,the-greatest-estate-developer,58.1,74.8,synthetic
