date,canonical_id,title,theme,decade,track,price
2024-10-09,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,95.98
2024-10-10,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,102.92
2024-10-11,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,102.74
2024-10-12,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,104.76
2024-10-13,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,102.59
2024-10-14,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,99.87
2024-10-15,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,97.62
2024-10-16,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,95.55
2024-10-17,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,97.05
2024-10-18,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,99.08
2024-10-19,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,100.89
2024-10-20,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,103.47
2024-10-21,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,100.92
2024-10-22,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,103.52
2024-10-23,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,99.01
2024-10-24,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,100.04
2024-10-25,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,98.26
2024-10-26,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,93.72
2024-10-27,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,91.08
2024-10-28,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,90.66
2024-10-29,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,89.85
2024-10-30,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,88.95
2024-10-31,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,89.44
2024-11-01,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,86.18
2024-11-02,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,83.57
2024-11-03,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,83.58
2024-11-04,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,81.68
2024-11-05,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,80.52
2024-11-06,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,78.79
2024-11-07,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,78.43
2024-11-08,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,78.85
2024-11-09,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,75.82
2024-11-10,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,76.37
2024-11-11,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,76.09
2024-11-12,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,75.68
2024-11-13,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,75.47
2024-11-14,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,76.54
2024-11-15,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,78.07
2024-11-16,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,76.67
2024-11-17,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,76.11
2024-11-18,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,76.05
2024-11-19,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,79.3
2024-11-20,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,77.81
2024-11-21,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,79.52
2024-11-22,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,78.57
2024-11-23,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,77.46
2024-11-24,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,77.51
2024-11-25,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,78.32
2024-11-26,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,76.1
2024-11-27,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,74.8
2024-11-28,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,76.98
2024-11-29,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,76.28
2024-11-30,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,74.73
2024-12-01,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,75.81
2024-12-02,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,76.02
2024-12-03,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,78.77
2024-12-04,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,81.18
2024-12-05,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,84.8
2024-12-06,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,85.51
2024-12-07,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,84.97
2024-12-08,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,83.36
2024-12-09,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,81.49
2024-12-10,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,80.17
2024-12-11,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,79.22
2024-12-12,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,82.25
2024-12-13,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,82.68
2024-12-14,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,81.28
2024-12-15,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,79.25
2024-12-16,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,78.31
2024-12-17,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,75.97
2024-12-18,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,76.57
2024-12-19,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,79.92
2024-12-20,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,80.73
2024-12-21,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,77.84
2024-12-22,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,79.28
2024-12-23,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,78.3
2024-12-24,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,76.81
2024-12-25,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,75.3
2024-12-26,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,78.48
2024-12-27,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,77.42
2024-12-28,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,74.68
2024-12-29,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,73.47
2024-12-30,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,70.13
2024-12-31,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,68.06
2025-01-01,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,68.12
2025-01-02,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,67.34
2025-01-03,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,65.99
2025-01-04,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,64.12
2025-01-05,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,63.32
2025-01-06,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,61.33
2025-01-07,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,59.18
2025-01-08,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,59.2
2025-01-09,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,60.48
2025-01-10,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,60.79
2025-01-11,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,59.69
2025-01-12,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,58.98
2025-01-13,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,57.94
2025-01-14,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,58.04
2025-01-15,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,58.68
2025-01-16,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,61.67
2025-01-17,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,61.82
2025-01-18,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,63.91
2025-01-19,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,63.01
2025-01-20,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,61.48
2025-01-21,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,59.23
2025-01-22,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,58.97
2025-01-23,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,60.77
2025-01-24,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,60.46
2025-01-25,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,59.08
2025-01-26,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,57.38
2025-01-27,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,56.49
2025-01-28,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,57.11
2025-01-29,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,55.71
2025-01-30,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,59.34
2025-01-31,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,59.61
2025-02-01,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,59.89
2025-02-02,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,59.8
2025-02-03,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,60.47
2025-02-04,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,60.21
2025-02-05,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,58.92
2025-02-06,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,61.01
2025-02-07,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,60.23
2025-02-08,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,59.66
2025-02-09,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,59.42
2025-02-10,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,58.99
2025-02-11,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,59.03
2025-02-12,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,59.9
2025-02-13,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,65.92
2025-02-14,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,69.17
2025-02-15,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,70.44
2025-02-16,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,71.57
2025-02-17,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,69.9
2025-02-18,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,69.33
2025-02-19,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,67.8
2025-02-20,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,66.2
2025-02-21,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,69.53
2025-02-22,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,69.83
2025-02-23,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,69.81
2025-02-24,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,69.17
2025-02-25,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,70.3
2025-02-26,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,72.05
2025-02-27,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,72.65
2025-02-28,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,71.76
2025-03-01,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,73.06
2025-03-02,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,72.79
2025-03-03,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,73.43
2025-03-04,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,74.75
2025-03-05,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,72.32
2025-03-06,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,73.09
2025-03-07,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,71.48
2025-03-08,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,72.99
2025-03-09,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,71.92
2025-03-10,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,71.44
2025-03-11,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,68.5
2025-03-12,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,67.47
2025-03-13,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,68.16
2025-03-14,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,67.64
2025-03-15,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,71.22
2025-03-16,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,70.24
2025-03-17,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,70.13
2025-03-18,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,72.34
2025-03-19,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,72.4
2025-03-20,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,69.66
2025-03-21,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,69.66
2025-03-22,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,69.99
2025-03-23,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,69.02
2025-03-24,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,68.54
2025-03-25,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,68.43
2025-03-26,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,68.6
2025-03-27,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,69.79
2025-03-28,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,68.69
2025-03-29,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,66.12
2025-03-30,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,64.48
2025-03-31,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,63.7
2025-04-01,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,61.92
2025-04-02,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,62.72
2025-04-03,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,64.76
2025-04-04,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,68.17
2025-04-05,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,67.31
2025-04-06,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,67.96
2025-04-07,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,66.89
2025-04-08,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,64.26
2025-04-09,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,63.89
2025-04-10,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,65.42
2025-04-11,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,63.6
2025-04-12,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,62.61
2025-04-13,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,61.04
2025-04-14,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,60.81
2025-04-15,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,59.88
2025-04-16,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,61.05
2025-04-17,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,64.06
2025-04-18,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,65.44
2025-04-19,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,64.82
2025-04-20,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,62.88
2025-04-21,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,62.49
2025-04-22,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,61.3
2025-04-23,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,61.91
2025-04-24,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,63.76
2025-04-25,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,65.47
2025-04-26,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,65.25
2025-04-27,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,63.22
2025-04-28,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,62.09
2025-04-29,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,60.33
2025-04-30,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,60.68
2025-05-01,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,63.6
2025-05-02,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,62.28
2025-05-03,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,62.81
2025-05-04,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,62.94
2025-05-05,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,63.06
2025-05-06,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,62.01
2025-05-07,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,61.95
2025-05-08,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,64.84
2025-05-09,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,66.54
2025-05-10,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,68.67
2025-05-11,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,68.96
2025-05-12,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,68.94
2025-05-13,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,68.41
2025-05-14,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,69.33
2025-05-15,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,67.78
2025-05-16,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,67.62
2025-05-17,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,66.46
2025-05-18,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,64.36
2025-05-19,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,61.79
2025-05-20,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,62.64
2025-05-21,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,65.88
2025-05-22,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,68.86
2025-05-23,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,70.82
2025-05-24,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,72.73
2025-05-25,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,75.48
2025-05-26,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,77.61
2025-05-27,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,78.13
2025-05-28,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,77.74
2025-05-29,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,77.52
2025-05-30,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,75.69
2025-05-31,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,76.43
2025-06-01,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,74.44
2025-06-02,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,72.89
2025-06-03,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,74.62
2025-06-04,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,74.49
2025-06-05,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,75.82
2025-06-06,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,75.21
2025-06-07,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,74.34
2025-06-08,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,76.05
2025-06-09,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,77.58
2025-06-10,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,74.47
2025-06-11,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,73.28
2025-06-12,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,74.59
2025-06-13,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,74.79
2025-06-14,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,74.07
2025-06-15,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,73.18
2025-06-16,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,71.2
2025-06-17,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,71.84
2025-06-18,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,73.2
2025-06-19,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,74.01
2025-06-20,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,73.67
2025-06-21,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,71.85
2025-06-22,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,71.37
2025-06-23,i-m-the-max-level-newbie,I’m the Max-Level Newbie,Dungeon,2020s,synthetic,71.43
