date,canonical_id,hype_index,price,track
2024-12-31,lout-of-count-s-family,0.5068,100.88,real
2025-01-01,lout-of-count-s-family,0.5068,100.88,real
2025-01-02,lout-of-count-s-family,0.5068,100.88,real
2025-01-03,lout-of-count-s-family,0.5068,100.88,real
2025-01-04,lout-of-count-s-family,0.5068,100.88,real
2025-01-05,lout-of-count-s-family,0.8668,102.21,real
2025-01-06,lout-of-count-s-family,0.8668,102.21,real
2025-01-07,lout-of-count-s-family,0.8668,102.21,real
2025-01-08,lout-of-count-s-family,0.8668,102.21,real
2025-01-09,lout-of-count-s-family,0.8668,102.21,real
2025-01-10,lout-of-count-s-family,0.8668,102.21,real
2025-01-11,lout-of-count-s-family,0.8668,102.21,real
2025-01-12,lout-of-count-s-family,0.3422,102.73,real
2025-01-13,lout-of-count-s-family,0.3422,102.73,real
2025-01-14,lout-of-count-s-family,0.3422,102.73,real
2025-01-15,lout-of-count-s-family,0.3422,102.73,real
2025-01-16,lout-of-count-s-family,0.3422,102.73,real
2025-01-17,lout-of-count-s-family,0.3422,102.73,real
2025-01-18,lout-of-count-s-family,0.3422,102.73,real
2025-01-19,lout-of-count-s-family,1.1052,104.45,real
2025-01-20,lout-of-count-s-family,1.1052,104.45,real
2025-01-21,lout-of-count-s-family,1.1052,104.45,real
2025-01-22,lout-of-count-s-family,1.1052,104.45,real
2025-01-23,lout-of-count-s-family,1.1052,104.45,real
2025-01-24,lout-of-count-s-family,1.1052,104.45,real
2025-01-25,lout-of-count-s-family,1.1052,104.45,real
2025-01-26,lout-of-count-s-family,0.48,105.2,real
2025-01-27,lout-of-count-s-family,0.48,105.2,real
2025-01-28,lout-of-count-s-family,0.48,105.2,real
2025-01-29,lout-of-count-s-family,0.48,105.2,real
2025-01-30,lout-of-count-s-family,0.48,105.2,real
2025-01-31,lout-of-count-s-family,0.48,105.2,real
2025-02-01,lout-of-count-s-family,0.48,105.2,real
2025-02-02,lout-of-count-s-family,-0.696,104.11,real
2025-02-03,lout-of-count-s-family,-0.696,104.11,real
2025-02-04,lout-of-count-s-family,-0.696,104.11,real
2025-02-05,lout-of-count-s-family,-0.696,104.11,real
2025-02-06,lout-of-count-s-family,-0.696,104.11,real
2025-02-07,lout-of-count-s-family,-0.696,104.11,real
2025-02-08,lout-of-count-s-family,-0.696,104.11,real
2025-02-09,lout-of-count-s-family,-0.4185,103.46,real
2025-02-10,lout-of-count-s-family,-0.4185,103.46,real
2025-02-11,lout-of-count-s-family,-0.4185,103.46,real
2025-02-12,lout-of-count-s-family,-0.4185,103.46,real
2025-02-13,lout-of-count-s-family,-0.4185,103.46,real
2025-02-14,lout-of-count-s-family,-0.4185,103.46,real
2025-02-15,lout-of-count-s-family,-0.4185,103.46,real
2025-02-16,lout-of-count-s-family,-0.1436,103.24,real
2025-02-17,lout-of-count-s-family,-0.1436,103.24,real
2025-02-18,lout-of-count-s-family,-0.1436,103.24,real
2025-02-19,lout-of-count-s-family,-0.1436,103.24,real
2025-02-20,lout-of-count-s-family,-0.1436,103.24,real
2025-02-21,lout-of-count-s-family,-0.1436,103.24,real
2025-02-22,lout-of-count-s-family,-0.1436,103.24,real
2025-02-23,lout-of-count-s-family,0.1373,103.45,real
2025-02-24,lout-of-count-s-family,0.1373,103.45,real
2025-02-25,lout-of-count-s-family,0.1373,103.45,real
2025-02-26,lout-of-count-s-family,0.1373,103.45,real
2025-02-27,lout-of-count-s-family,0.1373,103.45,real
2025-02-28,lout-of-count-s-family,0.1373,103.45,real
2025-03-01,lout-of-count-s-family,0.1373,103.45,real
2025-03-02,lout-of-count-s-family,1.0087,105.03,real
2025-03-03,lout-of-count-s-family,1.0087,105.03,real
2025-03-04,lout-of-count-s-family,1.0087,105.03,real
2025-03-05,lout-of-count-s-family,1.0087,105.03,real
2025-03-06,lout-of-count-s-family,1.0087,105.03,real
2025-03-07,lout-of-count-s-family,1.0087,105.03,real
2025-03-08,lout-of-count-s-family,1.0087,105.03,real
2025-03-09,lout-of-count-s-family,1.273,107.05,real
2025-03-10,lout-of-count-s-family,1.273,107.05,real
2025-03-11,lout-of-count-s-family,1.273,107.05,real
2025-03-12,lout-of-count-s-family,1.273,107.05,real
2025-03-13,lout-of-count-s-family,1.273,107.05,real
2025-03-14,lout-of-count-s-family,1.273,107.05,real
2025-03-15,lout-of-count-s-family,1.273,107.05,real
2025-03-16,lout-of-count-s-family,1.1652,108.94,real
2025-03-17,lout-of-count-s-family,1.1652,108.94,real
2025-03-18,lout-of-count-s-family,1.1652,108.94,real
2025-03-19,lout-of-count-s-family,1.1652,108.94,real
2025-03-20,lout-of-count-s-family,1.1652,108.94,real
2025-03-21,lout-of-count-s-family,1.1652,108.94,real
2025-03-22,lout-of-count-s-family,1.1652,108.94,real
2025-03-23,lout-of-count-s-family,0.3431,109.5,real
2025-03-24,lout-of-count-s-family,0.3431,109.5,real
2025-03-25,lout-of-count-s-family,0.3431,109.5,real
2025-03-26,lout-of-count-s-family,0.3431,109.5,real
2025-03-27,lout-of-count-s-family,0.3431,109.5,real
2025-03-28,lout-of-count-s-family,0.3431,109.5,real
2025-03-29,lout-of-count-s-family,0.3431,109.5,real
2025-03-30,lout-of-count-s-family,-0.8314,108.14,real
2025-03-31,lout-of-count-s-family,-0.8314,108.14,real
2025-04-01,lout-of-count-s-family,-0.8314,108.14,real
2025-04-02,lout-of-count-s-family,-0.8314,108.14,real
2025-04-03,lout-of-count-s-family,-0.8314,108.14,real
2025-04-04,lout-of-count-s-family,-0.8314,108.14,real
2025-04-05,lout-of-count-s-family,-0.8314,108.14,real
2025-04-06,lout-of-count-s-family,-1.0817,106.4,real
2025-04-07,lout-of-count-s-family,-1.0817,106.4,real
2025-04-08,lout-of-count-s-family,-1.0817,106.4,real
2025-04-09,lout-of-count-s-family,-1.0817,106.4,real
2025-04-10,lout-of-count-s-family,-1.0817,106.4,real
2025-04-11,lout-of-count-s-family,-1.0817,106.4,real
2025-04-12,lout-of-count-s-family,-1.0817,106.4,real
2025-04-13,lout-of-count-s-family,0.3164,106.91,real
2025-04-14,lout-of-count-s-family,0.3164,106.91,real
2025-04-15,lout-of-count-s-family,0.3164,106.91,real
2025-04-16,lout-of-count-s-family,0.3164,106.91,real
2025-04-17,lout-of-count-s-family,0.3164,106.91,real
2025-04-18,lout-of-count-s-family,0.3164,106.91,real
2025-04-19,lout-of-count-s-family,0.3164,106.91,real
2025-04-20,lout-of-count-s-family,0.972,108.48,real
2025-04-21,lout-of-count-s-family,0.972,108.48,real
2025-04-22,lout-of-count-s-family,0.972,108.48,real
2025-04-23,lout-of-count-s-family,0.972,108.48,real
2025-04-24,lout-of-count-s-family,0.972,108.48,real
2025-04-25,lout-of-count-s-family,0.972,108.48,real
2025-04-26,lout-of-count-s-family,0.972,108.48,real
2025-04-27,lout-of-count-s-family,0.4335,109.19,real
2025-04-28,lout-of-count-s-family,0.4335,109.19,real
2025-04-29,lout-of-count-s-family,0.4335,109.19,real
2025-04-30,lout-of-count-s-family,0.4335,109.19,real
2025-05-01,lout-of-count-s-family,0.4335,109.19,real
2025-05-02,lout-of-count-s-family,0.4335,109.19,real
2025-05-03,lout-of-count-s-family,0.4335,109.19,real
2025-05-04,lout-of-count-s-family,-0.8178,107.86,real
2025-05-05,lout-of-count-s-family,-0.8178,107.86,real
2025-05-06,lout-of-count-s-family,-0.8178,107.86,real
2025-05-07,lout-of-count-s-family,-0.8178,107.86,real
2025-05-08,lout-of-count-s-family,-0.8178,107.86,real
2025-05-09,lout-of-count-s-family,-0.8178,107.86,real
2025-05-10,lout-of-count-s-family,-0.8178,107.86,real
2025-05-11,lout-of-count-s-family,-0.7785,106.6,real
2025-05-12,lout-of-count-s-family,-0.7785,106.6,real
2025-05-13,lout-of-count-s-family,-0.7785,106.6,real
2025-05-14,lout-of-count-s-family,-0.7785,106.6,real
2025-05-15,lout-of-count-s-family,-0.7785,106.6,real
2025-05-16,lout-of-count-s-family,-0.7785,106.6,real
2025-05-17,lout-of-count-s-family,-0.7785,106.6,real
2025-05-18,lout-of-count-s-family,-0.2372,106.23,real
2025-05-19,lout-of-count-s-family,-0.2372,106.23,real
2025-05-20,lout-of-count-s-family,-0.2372,106.23,real
2025-05-21,lout-of-count-s-family,-0.2372,106.23,real
2025-05-22,lout-of-count-s-family,-0.2372,106.23,real
2025-05-23,lout-of-count-s-family,-0.2372,106.23,real
2025-05-24,lout-of-count-s-family,-0.2372,106.23,real
2025-05-25,lout-of-count-s-family,0.3726,106.82,real
2025-05-26,lout-of-count-s-family,0.3726,106.82,real
2025-05-27,lout-of-count-s-family,0.3726,106.82,real
2025-05-28,lout-of-count-s-family,0.3726,106.82,real
2025-05-29,lout-of-count-s-family,0.3726,106.82,real
2025-05-30,lout-of-count-s-family,0.3726,106.82,real
2025-05-31,lout-of-count-s-family,0.3726,106.82,real
2025-06-01,lout-of-count-s-family,-0.5891,105.88,real
2025-06-02,lout-of-count-s-family,-0.5891,105.88,real
2025-06-03,lout-of-count-s-family,-0.5891,105.88,real
2025-06-04,lout-of-count-s-family,-0.5891,105.88,real
2025-06-05,lout-of-count-s-family,-0.5891,105.88,real
2025-06-06,lout-of-count-s-family,-0.5891,105.88,real
2025-06-07,lout-of-count-s-family,-0.5891,105.88,real
2025-06-08,lout-of-count-s-family,-0.3112,105.39,real
2025-06-09,lout-of-count-s-family,-0.3112,105.39,real
2025-06-10,lout-of-count-s-family,-0.3112,105.39,real
2025-06-11,lout-of-count-s-family,-0.3112,105.39,real
2025-06-12,lout-of-count-s-family,-0.3112,105.39,real
2025-06-13,lout-of-count-s-family,-0.3112,105.39,real
2025-06-14,lout-of-count-s-family,-0.3112,105.39,real
2025-06-15,lout-of-count-s-family,0.7406,106.56,real
2025-06-16,lout-of-count-s-family,0.7406,106.56,real
2025-06-17,lout-of-count-s-family,0.7406,106.56,real
2025-06-18,lout-of-count-s-family,0.7406,106.56,real
2025-06-19,lout-of-count-s-family,0.7406,106.56,real
2025-06-20,lout-of-count-s-family,0.7406,106.56,real
2025-06-21,lout-of-count-s-family,0.7406,106.56,real
2025-06-22,lout-of-count-s-family,-0.1302,106.36,real
2025-06-23,lout-of-count-s-family,-0.1302,106.36,real
2025-06-24,lout-of-count-s-family,-0.1302,106.36,real
2025-06-25,lout-of-count-s-family,-0.1302,106.36,real
2025-06-26,lout-of-count-s-family,-0.1302,106.36,real
2025-06-27,lout-of-count-s-family,-0.1302,106.36,real
2025-06-28,lout-of-count-s-family,-0.1302,106.36,real
2025-06-29,lout-of-count-s-family,-0.5981,105.41,real
2025-06-30,lout-of-count-s-family,-0.5981,105.41,real
2025-07-01,lout-of-count-s-family,-0.5981,105.41,real
2025-07-02,lout-of-count-s-family,-0.5981,105.41,real
2025-07-03,lout-of-count-s-family,-0.5981,105.41,real
2025-07-04,lout-of-count-s-family,-0.5981,105.41,real
2025-07-05,lout-of-count-s-family,-0.5981,105.41,real
2025-07-06,lout-of-count-s-family,0.6467,106.43,real
2025-07-07,lout-of-count-s-family,0.6467,106.43,real
2025-07-08,lout-of-count-s-family,0.6467,106.43,real
2025-07-09,lout-of-count-s-family,0.6467,106.43,real
2025-07-10,lout-of-count-s-family,0.6467,106.43,real
2025-07-11,lout-of-count-s-family,0.6467,106.43,real
2025-07-12,lout-of-count-s-family,0.6467,106.43,real
2025-07-13,lout-of-count-s-family,1.1388,108.27,real
2025-07-14,lout-of-count-s-family,1.1388,108.27,real
2025-07-15,lout-of-count-s-family,1.1388,108.27,real
2025-07-16,lout-of-count-s-family,1.1388,108.27,real
2025-07-17,lout-of-count-s-family,1.1388,108.27,real
2025-07-18,lout-of-count-s-family,1.1388,108.27,real
2025-07-19,lout-of-count-s-family,1.1388,108.27,real
2025-07-20,lout-of-count-s-family,1.0921,110.06,real
2025-07-21,lout-of-count-s-family,1.0921,110.06,real
2025-07-22,lout-of-count-s-family,1.0921,110.06,real
2025-07-23,lout-of-count-s-family,1.0921,110.06,real
2025-07-24,lout-of-count-s-family,1.0921,110.06,real
2025-07-25,lout-of-count-s-family,1.0921,110.06,real
2025-07-26,lout-of-count-s-family,1.0921,110.06,real
2025-07-27,lout-of-count-s-family,0.7116,111.24,real
2025-07-28,lout-of-count-s-family,0.7116,111.24,real
2025-07-29,lout-of-count-s-family,0.7116,111.24,real
2025-07-30,lout-of-count-s-family,0.7116,111.24,real
2025-07-31,lout-of-count-s-family,0.7116,111.24,real
2025-08-01,lout-of-count-s-family,0.7116,111.24,real
2025-08-02,lout-of-count-s-family,0.7116,111.24,real
2025-08-03,lout-of-count-s-family,-0.6243,110.2,real
2025-08-04,lout-of-count-s-family,-0.6243,110.2,real
2025-08-05,lout-of-count-s-family,-0.6243,110.2,real
2025-08-06,lout-of-count-s-family,-0.6243,110.2,real
2025-08-07,lout-of-count-s-family,-0.6243,110.2,real
2025-08-08,lout-of-count-s-family,-0.6243,110.2,real
2025-08-09,lout-of-count-s-family,-0.6243,110.2,real
2025-08-10,lout-of-count-s-family,-1.0111,108.54,real
2025-08-11,lout-of-count-s-family,-1.0111,108.54,real
2025-08-12,lout-of-count-s-family,-1.0111,108.54,real
2025-08-13,lout-of-count-s-family,-1.0111,108.54,real
2025-08-14,lout-of-count-s-family,-1.0111,108.54,real
2025-08-15,lout-of-count-s-family,-1.0111,108.54,real
2025-08-16,lout-of-count-s-family,-1.0111,108.54,real
2025-08-17,lout-of-count-s-family,-1.0486,106.85,real
2025-08-18,lout-of-count-s-family,-1.0486,106.85,real
2025-08-19,lout-of-count-s-family,-1.0486,106.85,real
2025-08-20,lout-of-count-s-family,-1.0486,106.85,real
2025-08-21,lout-of-count-s-family,-1.0486,106.85,real
2025-08-22,lout-of-count-s-family,-1.0486,106.85,real
2025-08-23,lout-of-count-s-family,-1.0486,106.85,real
2025-08-24,lout-of-count-s-family,-1.0092,105.24,real
2025-08-25,lout-of-count-s-family,-1.0092,105.24,real
2025-08-26,lout-of-count-s-family,-1.0092,105.24,real
2025-08-27,lout-of-count-s-family,-1.0092,105.24,real
2025-08-28,lout-of-count-s-family,-1.0092,105.24,real
2025-08-29,lout-of-count-s-family,-1.0092,105.24,real
2025-08-30,lout-of-count-s-family,-1.0092,105.24,real
2025-08-31,lout-of-count-s-family,-1.0414,103.61,real
2025-09-01,lout-of-count-s-family,-1.0414,103.61,real
2025-09-02,lout-of-count-s-family,-1.0414,103.61,real
2025-09-03,lout-of-count-s-family,-1.0414,103.61,real
2025-09-04,lout-of-count-s-family,-1.0414,103.61,real
2025-09-05,lout-of-count-s-family,-1.0414,103.61,real
2025-09-06,lout-of-count-s-family,-1.0414,103.61,real
2025-09-07,lout-of-count-s-family,-0.9421,102.16,real
2025-09-08,lout-of-count-s-family,-0.9421,102.16,real
2025-09-09,lout-of-count-s-family,-0.9421,102.16,real
2025-09-10,lout-of-count-s-family,-0.9421,102.16,real
2025-09-11,lout-of-count-s-family,-0.9421,102.16,real
2025-09-12,lout-of-count-s-family,-0.9421,102.16,real
2025-09-13,lout-of-count-s-family,-0.9421,102.16,real
2025-09-14,lout-of-count-s-family,0.3511,102.7,real
2025-09-15,lout-of-count-s-family,0.3511,102.7,real
2025-09-16,lout-of-count-s-family,0.3511,102.7,real
2025-09-17,lout-of-count-s-family,0.3511,102.7,real
2025-09-18,lout-of-count-s-family,0.3511,102.7,real
2025-09-19,lout-of-count-s-family,0.3511,102.7,real
2025-09-20,lout-of-count-s-family,0.3511,102.7,real
2025-09-21,lout-of-count-s-family,0.6036,103.63,real
2025-09-22,lout-of-count-s-family,0.6036,103.63,real
2025-09-23,lout-of-count-s-family,0.6036,103.63,real
2025-09-24,lout-of-count-s-family,0.6036,103.63,real
2025-09-25,lout-of-count-s-family,0.6036,103.63,real
2025-09-26,lout-of-count-s-family,0.6036,103.63,real
2025-09-27,lout-of-count-s-family,0.6036,103.63,real
2025-09-28,lout-of-count-s-family,1.1843,105.49,real
2025-09-29,lout-of-count-s-family,1.1843,105.49,real
2025-09-30,lout-of-count-s-family,1.1843,105.49,real
2025-10-01,lout-of-count-s-family,1.1843,105.49,real
2025-10-02,lout-of-count-s-family,1.1843,105.49,real
2025-10-03,lout-of-count-s-family,1.1843,105.49,real
2025-10-04,lout-of-count-s-family,1.1843,105.49,real
2025-10-05,lout-of-count-s-family,1.2286,107.45,real
2025-10-06,lout-of-count-s-family,1.2286,107.45,real
2025-10-07,lout-of-count-s-family,1.2286,107.45,real
2025-10-08,lout-of-count-s-family,1.2286,107.45,real
2025-10-09,lout-of-count-s-family,1.2286,107.45,real
2025-10-10,lout-of-count-s-family,1.2286,107.45,real
2025-10-11,lout-of-count-s-family,1.2286,107.45,real
2025-10-12,lout-of-count-s-family,-0.4055,106.8,real
2025-10-13,lout-of-count-s-family,-0.4055,106.8,real
2025-10-14,lout-of-count-s-family,-0.4055,106.8,real
2025-10-15,lout-of-count-s-family,-0.4055,106.8,real
2025-10-16,lout-of-count-s-family,-0.4055,106.8,real
2025-10-17,lout-of-count-s-family,-0.4055,106.8,real
2025-10-18,lout-of-count-s-family,-0.4055,106.8,real
2025-10-19,lout-of-count-s-family,-0.9645,105.26,real
2025-10-20,lout-of-count-s-family,-0.9645,105.26,real
2025-10-21,lout-of-count-s-family,-0.9645,105.26,real
2025-10-22,lout-of-count-s-family,-0.9645,105.26,real
2025-10-23,lout-of-count-s-family,-0.9645,105.26,real
2025-10-24,lout-of-count-s-family,-0.9645,105.26,real
2025-10-25,lout-of-count-s-family,-0.9645,105.26,real
2025-10-26,lout-of-count-s-family,-0.6479,104.25,real
2025-10-27,lout-of-count-s-family,-0.6479,104.25,real
2025-10-28,lout-of-count-s-family,-0.6479,104.25,real
2025-10-29,lout-of-count-s-family,-0.6479,104.25,real
2025-10-30,lout-of-count-s-family,-0.6479,104.25,real
2025-10-31,lout-of-count-s-family,-0.6479,104.25,real
2025-11-01,lout-of-count-s-family,-0.6479,104.25,real
2025-11-02,lout-of-count-s-family,0.3049,104.72,real
2025-11-03,lout-of-count-s-family,0.3049,104.72,real
2025-11-04,lout-of-count-s-family,0.3049,104.72,real
2025-11-05,lout-of-count-s-family,0.3049,104.72,real
2025-11-06,lout-of-count-s-family,0.3049,104.72,real
2025-11-07,lout-of-count-s-family,0.3049,104.72,real
2025-11-08,lout-of-count-s-family,0.3049,104.72,real
2025-11-09,lout-of-count-s-family,0.7522,105.91,real
2025-11-10,lout-of-count-s-family,0.7522,105.91,real
2025-11-11,lout-of-count-s-family,0.7522,105.91,real
2025-11-12,lout-of-count-s-family,0.7522,105.91,real
2025-11-13,lout-of-count-s-family,0.7522,105.91,real
2025-11-14,lout-of-count-s-family,0.7522,105.91,real
2025-11-15,lout-of-count-s-family,0.7522,105.91,real
2025-11-16,lout-of-count-s-family,0.8947,107.34,real
2025-11-17,lout-of-count-s-family,0.8947,107.34,real
2025-11-18,lout-of-count-s-family,0.8947,107.34,real
2025-11-19,lout-of-count-s-family,0.8947,107.34,real
2025-11-20,lout-of-count-s-family,0.8947,107.34,real
2025-11-21,lout-of-count-s-family,0.8947,107.34,real
2025-11-22,lout-of-count-s-family,0.8947,107.34,real
2025-11-23,lout-of-count-s-family,1.2256,109.34,real
2025-11-24,lout-of-count-s-family,1.2256,109.34,real
2025-11-25,lout-of-count-s-family,1.2256,109.34,real
2025-11-26,lout-of-count-s-family,1.2256,109.34,real
2025-11-27,lout-of-count-s-family,1.2256,109.34,real
2025-11-28,lout-of-count-s-family,1.2256,109.34,real
2025-11-29,lout-of-count-s-family,1.2256,109.34,real
2025-11-30,lout-of-count-s-family,0.7186,110.52,real
2025-12-01,lout-of-count-s-family,0.7186,110.52,real
2025-12-02,lout-of-count-s-family,0.7186,110.52,real
2025-12-03,lout-of-count-s-family,0.7186,110.52,real
2025-12-04,lout-of-count-s-family,0.7186,110.52,real
2025-12-05,lout-of-count-s-family,0.7186,110.52,real
2025-12-06,lout-of-count-s-family,0.7186,110.52,real
2025-12-07,lout-of-count-s-family,-0.2209,110.15,real
2025-12-08,lout-of-count-s-family,-0.2209,110.15,real
2025-12-09,lout-of-count-s-family,-0.2209,110.15,real
2025-12-10,lout-of-count-s-family,-0.2209,110.15,real
2025-12-11,lout-of-count-s-family,-0.2209,110.15,real
2025-12-12,lout-of-count-s-family,-0.2209,110.15,real
2025-12-13,lout-of-count-s-family,-0.2209,110.15,real
2025-12-14,lout-of-count-s-family,0.8991,111.65,real
2025-12-15,lout-of-count-s-family,0.8991,111.65,real
2025-12-16,lout-of-count-s-family,0.8991,111.65,real
2025-12-17,lout-of-count-s-family,0.8991,111.65,real
2025-12-18,lout-of-count-s-family,0.8991,111.65,real
2025-12-19,lout-of-count-s-family,0.8991,111.65,real
2025-12-20,lout-of-count-s-family,0.8991,111.65,real
2025-12-21,lout-of-count-s-family,0.392,112.31,real
2025-12-22,lout-of-count-s-family,0.392,112.31,real
2025-12-23,lout-of-count-s-family,0.392,112.31,real
2025-12-24,lout-of-count-s-family,0.392,112.31,real
2025-12-25,lout-of-count-s-family,0.392,112.31,real
2025-12-26,lout-of-count-s-family,0.392,112.31,real
2025-12-27,lout-of-count-s-family,0.392,112.31,real
2025-12-28,lout-of-count-s-family,0.6638,113.43,real
2025-12-29,lout-of-count-s-family,0.6638,113.43,real
2025-12-30,lout-of-count-s-family,0.6638,113.43,real
2025-12-31,lout-of-count-s-family,0.6638,113.43,real
2026-01-01,lout-of-count-s-family,0.6638,113.43,real
2026-01-02,lout-of-count-s-family,0.6638,113.43,real
2026-01-03,lout-of-count-s-family,0.6638,113.43,real
2026-01-04,lout-of-count-s-family,0.871,114.92,real
2026-01-05,lout-of-count-s-family,0.871,114.92,real
2026-01-06,lout-of-count-s-family,0.871,114.92,real
2026-01-07,lout-of-count-s-family,0.871,114.92,real
2026-01-08,lout-of-count-s-family,0.871,114.92,real
2026-01-09,lout-of-count-s-family,0.871,114.92,real
2026-01-10,lout-of-count-s-family,0.871,114.92,real
2026-01-11,lout-of-count-s-family,-0.5608,113.96,real
2026-01-12,lout-of-count-s-family,-0.5608,113.96,real
2026-01-13,lout-of-count-s-family,-0.5608,113.96,real
2026-01-14,lout-of-count-s-family,-0.5608,113.96,real
2026-01-15,lout-of-count-s-family,-0.5608,113.96,real
2026-01-16,lout-of-count-s-family,-0.5608,113.96,real
2026-01-17,lout-of-count-s-family,-0.5608,113.96,real
2026-01-18,lout-of-count-s-family,-0.399,113.28,real
2026-01-19,lout-of-count-s-family,-0.399,113.28,real
2026-01-20,lout-of-count-s-family,-0.399,113.28,real
2026-01-21,lout-of-count-s-family,-0.399,113.28,real
2026-01-22,lout-of-count-s-family,-0.399,113.28,real
2026-01-23,lout-of-count-s-family,-0.399,113.28,real
2026-01-24,lout-of-count-s-family,-0.399,113.28,real
2026-01-25,lout-of-count-s-family,-0.5442,112.36,real
2026-01-26,lout-of-count-s-family,-0.5442,112.36,real
2026-01-27,lout-of-count-s-family,-0.5442,112.36,real
2026-01-28,lout-of-count-s-family,-0.5442,112.36,real
2026-01-29,lout-of-count-s-family,-0.5442,112.36,real
2026-01-30,lout-of-count-s-family,-0.5442,112.36,real
2026-01-31,lout-of-count-s-family,-0.5442,112.36,real
2026-02-01,lout-of-count-s-family,-1.1408,110.45,real
2026-02-02,lout-of-count-s-family,-1.1408,110.45,real
2026-02-03,lout-of-count-s-family,-1.1408,110.45,real
2026-02-04,lout-of-count-s-family,-1.1408,110.45,real
2026-02-05,lout-of-count-s-family,-1.1408,110.45,real
2026-02-06,lout-of-count-s-family,-1.1408,110.45,real
2026-02-07,lout-of-count-s-family,-1.1408,110.45,real
2026-02-08,lout-of-count-s-family,-0.9789,108.84,real
2026-02-09,lout-of-count-s-family,-0.9789,108.84,real
2026-02-10,lout-of-count-s-family,-0.9789,108.84,real
2026-02-11,lout-of-count-s-family,-0.9789,108.84,real
2026-02-12,lout-of-count-s-family,-0.9789,108.84,real
2026-02-13,lout-of-count-s-family,-0.9789,108.84,real
2026-02-14,lout-of-count-s-family,-0.9789,108.84,real
2026-02-15,lout-of-count-s-family,-0.1829,108.55,real
2026-02-16,lout-of-count-s-family,-0.1829,108.55,real
2026-02-17,lout-of-count-s-family,-0.1829,108.55,real
2026-02-18,lout-of-count-s-family,-0.1829,108.55,real
2026-02-19,lout-of-count-s-family,-0.1829,108.55,real
2026-02-20,lout-of-count-s-family,-0.1829,108.55,real
2026-02-21,lout-of-count-s-family,-0.1829,108.55,real
2026-02-22,lout-of-count-s-family,0.9193,110.05,real
2026-02-23,lout-of-count-s-family,0.9193,110.05,real
2026-02-24,lout-of-count-s-family,0.9193,110.05,real
2026-02-25,lout-of-count-s-family,0.9193,110.05,real
2026-02-26,lout-of-count-s-family,0.9193,110.05,real
2026-02-27,lout-of-count-s-family,0.9193,110.05,real
2026-02-28,lout-of-count-s-family,0.9193,110.05,real
2026-03-01,lout-of-count-s-family,0.9774,111.68,real
2026-03-02,lout-of-count-s-family,0.9774,111.68,real
2026-03-03,lout-of-count-s-family,0.9774,111.68,real
2026-03-04,lout-of-count-s-family,0.9774,111.68,real
2026-03-05,lout-of-count-s-family,0.9774,111.68,real
2026-03-06,lout-of-count-s-family,0.9774,111.68,real
2026-03-07,lout-of-count-s-family,0.9774,111.68,real
2026-03-08,lout-of-count-s-family,0.9721,113.32,real
2026-03-09,lout-of-count-s-family,0.9721,113.32,real
2026-03-10,lout-of-count-s-family,0.9721,113.32,real
2026-03-11,lout-of-count-s-family,0.9721,113.32,real
2026-03-12,lout-of-count-s-family,0.9721,113.32,real
2026-03-13,lout-of-count-s-family,0.9721,113.32,real
2026-03-14,lout-of-count-s-family,0.9721,113.32,real
2026-03-15,lout-of-count-s-family,1.2863,115.53,real
2026-03-16,lout-of-count-s-family,1.2863,115.53,real
2026-03-17,lout-of-count-s-family,1.2863,115.53,real
2026-03-18,lout-of-count-s-family,1.2863,115.53,real
2026-03-19,lout-of-count-s-family,1.2863,115.53,real
2026-03-20,lout-of-count-s-family,1.2863,115.53,real
2026-03-21,lout-of-count-s-family,1.2863,115.53,real
2026-03-22,lout-of-count-s-family,1.3601,117.91,real
2026-03-23,lout-of-count-s-family,1.3601,117.91,real
2026-03-24,lout-of-count-s-family,1.3601,117.91,real
2026-03-25,lout-of-count-s-family,1.3601,117.91,real
2026-03-26,lout-of-count-s-family,1.3601,117.91,real
2026-03-27,lout-of-count-s-family,1.3601,117.91,real
2026-03-28,lout-of-count-s-family,1.3601,117.91,real
2026-03-29,lout-of-count-s-family,1.2092,120.07,real
2026-03-30,lout-of-count-s-family,1.2092,120.07,real
2026-03-31,lout-of-count-s-family,1.2092,120.07,real
2026-04-01,lout-of-count-s-family,1.2092,120.07,real
2026-04-02,lout-of-count-s-family,1.2092,120.07,real
2026-04-03,lout-of-count-s-family,1.2092,120.07,real
2026-04-04,lout-of-count-s-family,1.2092,120.07,real
2026-04-05,lout-of-count-s-family,0.8464,121.6,real
2026-04-06,lout-of-count-s-family,0.8464,121.6,real
2026-04-07,lout-of-count-s-family,0.8464,121.6,real
2026-04-08,lout-of-count-s-family,0.8464,121.6,real
2026-04-09,lout-of-count-s-family,0.8464,121.6,real
2026-04-10,lout-of-count-s-family,0.8464,121.6,real
2026-04-11,lout-of-count-s-family,0.8464,121.6,real
2026-04-12,lout-of-count-s-family,-0.5096,120.67,real
2026-04-13,lout-of-count-s-family,-0.5096,120.67,real
2026-04-14,lout-of-count-s-family,-0.5096,120.67,real
2026-04-15,lout-of-count-s-family,-0.5096,120.67,real
2026-04-16,lout-of-count-s-family,-0.5096,120.67,real
2026-04-17,lout-of-count-s-family,-0.5096,120.67,real
2026-04-18,lout-of-count-s-family,-0.5096,120.67,real
2026-04-19,lout-of-count-s-family,-0.9577,118.95,real
2026-04-20,lout-of-count-s-family,-0.9577,118.95,real
